Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community
Nimmi,9,F,1933-02-18,/m/0dryh9k,/m/0872hg,2
Sudhir,9,M,1922,,/m/0gbyt81,2
Dilip Joshi,9,M,1970-05-26,/m/0dryh9k,/m/03c5jd1,2
Uday Chopra,9,M,1973-01-05,,/m/0486gk,2
Milind Gunaji,9,M,,/m/0cqgdq,/m/0b781h6,2
Shivaji Satham,9,M,1950-04-21,,/m/0gdk5_9,2
Bir Sakhuja,9,M,,,/m/0gc6jc2,2
Jayshree Gadkar,9,F,1942-02-21,,/m/04jcjlt,2
Nandita Das,9,F,1969-11-07,/m/0dryh9k,/m/0813v2,2
Pearl Padamsee,8,F,1931,/m/0dryh9k,/m/02qtpgr,2
Vijay Maurya,8,M,,/m/0dryh9k,/m/0gb_sjf,2
Hiralal,8,M,,,/m/0gcx7fd,2
Kalpana Iyer,8,F,1955,,/m/02x07ff,2
Roshan Seth,8,M,1942-04-02,,/m/01k6n8,2
Rajeev Verma,8,M,,/m/0dryh9k,/m/05zvzn2,2
Atul Agnihotri,8,M,1970-06-24,/m/0dryh9k,/m/07wgyy,2
Sherveer Vakil,8,M,,,/m/0gc2q7l,2
Yatin Karyekar,8,M,,,/m/0gbx2ds,2
Ranjit Chowdhry,7,M,,,/m/0ggw8w,2
Pramod Muthu,7,M,,,/m/0jt5k6,2
Chandrima Bhaduri,7,F,,/m/0dryh9k,/m/0gbwnlq,2
Debashree Roy,7,F,1964-06-13,,/m/02qh590,2
Mahesh Raj,7,M,1974-08-09,/m/0dryh9k,/m/0gcxl3v,2
Ninad Kamat,7,M,,/m/0dryh9k,/m/027wtxb,2
Rajeshwari Sachdev,7,F,1975-04-14,/m/0dryh9k,/m/03d8s9x,2
Upasana Singh,7,F,,,/m/04yg_0x,2
Sumeet Saigal,7,M,,/m/0dryh9k,/m/0gc20zt,2
Rahul Singh,7,M,,/m/0dryh9k,/m/0ck6lhf,2
Robin Bhatt,7,M,,,/m/0jt1t3,2
Antara Mali,7,F,1979-05-11,,/m/0ckp95,2
Aditi Gowitrikar,7,F,1976-05-21,/m/0cqgdq,/m/0c20w0,2
Aman Yatan Verma,6,M,1971-10-11,/m/0dryh9k,/m/054yrb,2
Emil Marwa,6,M,1974,/m/09zyn5,/m/0c027bs,2
Raju Shrestha,6,M,1966-08-15,/m/0dryh9k,/m/0gbwwl_,2
Tanvi Azmi,6,F,,/m/0dryh9k,/m/02qj6bs,2
Kamini Khanna,6,F,,,/m/0k12zf,2
Sailen Bose,6,M,,,/m/0gc7k58,2
Jimi Mistry,6,M,1973-01-01,/m/0d7wh,/m/0dw9c3,2
Bharat Jadhav,6,M,,/m/0cqgdq,/m/0266qjv,2
Shakeel Khan,6,M,,,/m/0gc8yr1,2
Akshay Kapoor,6,M,1982,,/m/026mdxn,2
Vineet Kumar,6,M,1957-02-22,/m/0cm7w1,/m/027lhzz,2
Dilip Prabhavalkar,6,M,,/m/0cqgdq,/m/0ch1zb,2
M.B. Shetty,6,M,1938,,/m/0gc026x,2
Deepak Dobriyal,6,M,1975-09-01,/m/0dryh9k,/m/05mxh0d,2
Krishnakant,6,M,1922-09,/m/0dryh9k,/m/0jx9kv,2
Delnaaz Paul,6,F,,/m/0c29q8,/m/0cz2hq,2
Udita Goswami,6,F,1984-02-09,/m/0dryh9k,/m/0b82gx,2
Master Bittoo,6,M,,,/m/0gb_7vd,2
Ramesh Deo,6,M,,,/m/0cr7p1y,2
Sajjan,6,M,,/m/0dryh9k,/m/0cr7ql5,2
Jayant Kripalani,6,M,,,/m/027xfx0,2
Supriya Devi,6,F,1935-01-08,,/m/026yfz_,2
Navneet Nishan,6,F,1965-10-25,/m/0dryh9k,/m/03cpdl5,2
Aneel Chaudhari,6,M,,/m/0dryh9k,/m/0bvcb34,2
Master Antriksh,6,M,,,/m/0gdlpy4,2
Nauheed Cyrusi,6,F,1982-10-19,/m/0bymc,/m/045_9d,2
Dolly Bindra,6,F,,,/m/0gbztcg,2
Shammi,6,F,1931,/m/0dryh9k,/m/0gbzsb_,2
Rakhi Sawant,6,F,1978-11-25,,/m/0dv37j,2
K.K. Raina,6,M,,,/m/0jt5jg,2
Nazneen,6,F,,,/m/0gbxk_7,2
Anupam Shyam,6,M,1957-09-20,/m/0dryh9k,/m/0fqpb49,2
Chandrashekhar,6,M,1922-07-09,/m/0dryh9k,/m/02qndlj,2
Purab Kohli,6,M,1979-02-23,,/m/04gtmv4,2
I. S. Johar,6,M,1920-02-16,/m/0dryh9k,/m/0ccsjs,2
Simone Singh,6,F,1974-11-10,,/m/0bsc89,2
Baby Guddu,6,F,,,/m/0gb_8g1,2
Shayan Munshi,6,M,,/m/0dryh9k,/m/03wfljf,2
Ajit Vachani,6,M,1951,/m/029f2r,/m/0k0bzk,2
Raja Bundela,6,M,,,/m/0dm3107,2
Nalini Jaywant,6,F,1926-02-18,/m/0dryh9k,/m/02w96xv,2
Sonakshi Sinha,6,F,1987-06-02,/m/0dryh9k,/m/05sx_xc,2
Shyama,6,F,1935-06-07,,/m/05f8gsq,2
Bipin Gupta,6,M,1905-08-21,/m/0dryh9k,/m/0gbztyb,2
Rashid Khan,6,M,,/m/0dryh9k,/m/0b_qxrg,2
Beena Kak,6,F,1954-02-15,/m/0b79c7,/m/07tc2k,2
Hrishitaa Bhatt,6,F,1981-05-10,/m/0dryh9k,/m/025_kt2,2
Vivek Shauq,6,M,1963-06-21,/m/0dryh9k,/m/05zj3h7,2
Anant Mahadevan,6,M,,/m/04mvp8,/m/02x68cc,2
Mita Vashisht,6,F,1967-11-02,/m/0dryh9k,/m/090x1w,2
Deepa Sahi,6,F,1965,/m/0dryh9k,/m/02pmhhg,2
Savita Bajaj,6,F,,,/m/0gck8jq,2
Vikram Gokhale,6,M,,,/m/0bjtyg,2
Abhay Deol,6,M,1976-03-15,/m/02sch9,/m/026ksyr,2
Imtiaz Khan,6,M,,/m/0dryh9k,/m/0cgstp0,2
Usha Nadkarni,6,F,,,/m/0gc0qfr,2
Moon Moon Sen,6,F,1948-03-28,/m/0bpjh3,/m/08t7tw,2
Geeta Bali,6,F,1930,/m/0bfrrj,/m/0c9st_,2
Neetu Chandra,5,F,1984-06-20,/m/0cm7w1,/m/03cb13d,2
Kishore Sahu,5,M,1915-11-22,/m/0dryh9k,/m/05f7vg8,2
Suchitra Sen,4,F,1931-04-06,/m/0fqp6zk,/m/067ll2,2
Satya Banerjee,4,M,,,/m/0j_30f,2
Mukesh Khanna,4,M,1958-06-19,,/m/08s3jk,2
Nafisa Ali,4,F,1957-01-08,/m/0dryh9k,/m/07yw4b,2
Vivek Mushran,4,M,1969-08-09,,/m/03grrk9,2
Jennifer Kendal,4,F,1934-02-28,/m/0d7wh,/m/04tqzq,2
Kiran Juneja,4,F,,,/m/0cm85_y,2
Ayub Khan,4,M,1974,/m/09743,/m/05zhrvp,2
Parvin Dabas,4,M,1974-07-12,/m/0222hg,/m/03cc36k,2
Vineeta,4,F,,,/m/0gcglns,2
Faisal Khan,4,M,1966-09,/m/0dryh9k,/m/07457s,2
Suchitra Pillai-Malik,4,F,1960-04-15,/m/03w9bjf,/m/0b6npsd,2
Dibyendu Bhattacharya,4,M,,,/m/0jvfy7,2
O.P. Ralhan,4,M,1925,/m/0dryh9k,/m/0dm308_,2
Tariq,4,M,,,/m/0dj2kb8,2
Shaheen Khan,4,F,,,/m/09tf4pl,2
Mahabanoo Mody-Kotwal,4,F,,,/m/0gbys79,2
Gurdas Maan,4,M,1957-01-04,,/m/01qj_k4,2
Ashwini Bhave,4,F,,,/m/026tth4,2
Jugal Hansraj,4,M,1972-07-26,/m/0dryh9k,/m/05d7qw,2
Divya Rana,4,F,,,/m/0k29wn,2
Kajal Kiran,4,F,,/m/0cqgdq,/m/09v6_4f,2
Nagesh Kukunoor,4,M,1967-03-30,,/m/087h_9,2
Ram Kapoor,3,M,1973-09-01,,/m/02r5l09,2
Varsha Usgaonkar,3,F,,,/m/0271dpr,2
Shashi Puri,3,M,,,/m/05t0bpk,2
Umesh Sharma,3,M,,,/m/0jvmxh,2
Sailesh Kumar,3,M,,,/m/0gbxryl,2
Mushtaq Khan,3,M,,,/m/0h3td9n,2
Ratnamala,3,F,,/m/0dryh9k,/m/0gc0svl,2
Asha Sachdev,3,F,,,/m/080g_c3,2
Sandhya Roy,3,F,,,/m/02psm1k,2
Radha Saluja,3,F,,/m/0dryh9k,/m/0gcyvkz,2
Sarfaraz Khan,3,M,1976-04-22,,/m/0gbz3mz,2
Dev Kumar,3,M,,,/m/0gb_m8k,2
Milind Soman,3,M,1965-11-04,,/m/06kh6q,2
Kabir Sadanand,3,M,,,/m/0gc028t,2
Smriti Mishra,3,F,,,/m/09rtr4k,2
Biswajit Chakraborty,3,M,,,/m/0dgsd62,2
Priti Sapru,3,F,1957-12-24,/m/0b79c7,/m/0gc2zgn,2
Aryan Vaid,3,M,1971-07-04,/m/0dryh9k,/m/0ktdtr,2
Upen Patel,3,M,1981-08-16,/m/03w9bjf,/m/0dm771,2
Bina Rai,3,F,1936-06-04,,/m/0ccljr,2
Neeraj Sood,3,M,,,/m/0gdlyrh,2
Priya Rajvansh,3,F,1937,/m/0dryh9k,/m/0cfym4,2
Manohar Singh,3,M,1938,,/m/03d0nn7,2
Anurag Kashyap,3,M,1972-09-10,,/m/0285xqh,2
Snehal Dabi,3,M,,,/m/04q3bv5,2
Paidi Jairaj,3,M,1909-09-28,/m/0dryh9k,/m/03y5lfs,2
Ajinkya Deo,3,M,,/m/0dryh9k,/m/0gc5k13,2
Vijay Anand,3,M,1925-01-22,,/m/02g5bf,2
Vishal Malhotra,3,M,1981-07-22,/m/0dryh9k,/m/06znml3,2
Vicky Ahuja,3,M,,/m/0dryh9k,/m/0gc9cv_,2
Kalki Koechlin,3,F,1983-01-09,/m/03ts0c,/m/05h2g0r,2
Arya Babbar,3,M,1981-01-04,/m/0dryh9k,/m/02qjhhd,2
Javed Khan,3,M,,,/m/080ppkr,2
Puru Raajkumar,3,M,,,/m/03crflr,2
Vivek Vaswani,3,M,1972,,/m/0b76w8c,2
Kunal Kumar,3,M,,,/m/0gc2w2g,2
Badri Prasad,3,M,,,/m/0ccblms,2
Shefali Shah,3,F,1974-07,/m/0dryh9k,/m/02pt_b1,2
Mandira Bedi,3,F,1972-04-15,/m/03fvrb,/m/03bp3h,2
Ameeta,3,F,,/m/0dryh9k,/m/03c6m4w,2
S.K. Prem,3,M,,,/m/0gbwws_,2
Shahana Goswami,3,F,1986-05-06,,/m/04jd5lh,2
Alaknanda Roy,3,F,,,/m/0j_c08,2
Ehsan Khan,3,M,,/m/0dryh9k,/m/0gbzb_9,2
Shehzad Khan,3,M,,,/m/073rv1,2
Tulip Joshi,3,F,1979-09-11,,/m/0861_l,2
Vipin Sharma,3,M,,/m/0dryh9k,/m/05f5bt3,2
Anjana Mumtaz,3,F,,/m/0dryh9k,/m/0g8p5s5,2
Imran Khan,3,M,1983-01-13,/m/04gfy7,/m/043nt7h,2
Chitrangada Singh,3,F,1976-03-28,/m/078vc,/m/0chjyv,2
Pranoti Ghosh,3,F,,,/m/0gb_mq3,2
Mubarak,3,M,1909-01-30,,/m/0gbx5k1,2
Sharbani Mukherjee,3,F,1983,/m/0dryh9k,/m/084rp8,2
Simple Kapadia,3,F,1958-08-15,/m/0g0x7_,/m/0c6876,2
Vishwa S. Badola,3,F,,,/m/0k3_43,2
Yuvika Choudhary,3,F,1985-11-06,/m/0dryh9k,/m/03d0nwt,2
Rajshree,3,F,1945,/m/0dryh9k,/m/0cpnt7,2
Rajendra Gupta,3,M,,/m/0dryh9k,/m/04jfp_k,2
Shamita Shetty,3,F,1979-02-02,/m/074w_m,/m/05d7pg,2
Nawazuddin Siddiqui,3,M,1974,,/m/064kw3f,2
Kushaal Paunjabi,3,M,,/m/0dryh9k,/m/0gc6ksd,2
Atul Parchure,3,M,,,/m/0gbzx6d,2
Tanisha Mukherjee,3,F,1978-01-01,/m/0dryh9k,/m/07_mtj,2
Harsh Chhaya,3,M,,/m/0f0gt_,/m/0gbxsj1,2
Vikas Bhalla,3,M,1978-10-24,/m/0dryh9k,/m/06_w4z_,2
Siddarth Jadhav,3,M,1981-10-23,,/m/05s_gg2,2
Sumita Sanyal,3,F,1945-10-09,/m/0bpjh3,/m/02pskbk,2
Kashmira Shah,3,F,1970-12-02,/m/0cqgdq,/m/02qgsjt,2
Kitu Gidwani,3,F,1957-10-22,/m/029f2r,/m/0ff_01,2
Shakti Samanta,3,M,1926-01-13,,/m/07g039,2
Rakesh Pandey,3,M,,,/m/0g8p5rm,2
Barry John,3,M,1944,/m/0d7wh,/m/080g6w_,2
Kalpana Kartik,3,F,,,/m/0d27_8,2
Rahul Roy,3,M,1968-02-09,,/m/04xg7s,2
Kamal Deep,3,M,,,/m/0g9pvyf,2
Sudhir Pandey,3,M,,,/m/0gb_cst,2
David Firestar,3,M,,/m/02ctzb,/m/0cs_5xh,2
Nassar Abdulla,3,M,,,/m/0k0q_c,2
Salma Agha,3,F,1962-04-03,/m/0bs7l_v,/m/02r97m9,2
Pitobash,3,M,,/m/0dryh9k,/m/0gm19zt,2
Rameshwari,3,F,,/m/09m6hr,/m/03czhr1,2
Anaitha Nair,3,F,1984-07-19,/m/0bymc,/m/02x9x4q,2
Sarita,3,F,,,/m/0gcdwmn,2
Tisca Chopra,3,F,1973-11-01,/m/0dryh9k,/m/05f850m,2
Mehmood Jr.,3,M,,/m/0dryh9k,/m/0gdk4wq,2
Zaheera,3,F,,/m/0dryh9k,/m/0cc6442,2
Gaurav Gera,3,M,,,/m/0ch5k_g,2
Mahi Gill,3,F,1975-12-19,/m/0dryh9k,/m/05p2900,2
Gracy Singh,3,F,1980-07-20,,/m/040kmf,2
Deb Mukherjee,3,M,,/m/0fqp6zk,/m/09nc76,2
Shivkumar Subramaniam,3,M,,,/m/0ck2d6y,2
Lalit Parashar,3,M,,/m/0dryh9k,/m/0gbwr6d,2
Randeep Hooda,3,M,1976-08-20,,/m/02ps3y3,2
Swini Khara,3,F,1998-07-12,/m/0dryh9k,/m/04n3v0_,2
Somy Ali,3,F,1974-03-25,/m/0647lm,/m/02q_pbg,2
Gul Panag,3,F,1979-01-03,/m/02sch9,/m/026n52v,2
Girish Kulkarni,3,M,,/m/0cqgdq,/m/0ck7vfw,2
Divya Bharti,3,F,1974-02-25,/m/0dryh9k,/m/07_3kh,2
Gita Siddharth,3,F,,,/m/0jxbk4,2
Vrajesh Hirjee,3,M,1971,/m/0g0x7_,/m/080b17g,2
Yuri Suri,3,M,1950-08-22,,/m/0bxwgf7,2
Kamlesh Sawant,3,M,,,/m/0gb_v_3,2
Rajat Bedi,3,M,,/m/02sch9,/m/0ds6vdd,2
Ajay Chadha,3,M,,,/m/0gdl_2s,2
Lalita Kumari,3,F,,,/m/0gc2mvj,2
Jayant,3,M,1915-10-15,/m/0bs7l_v,/m/0b73y9,2
Uma Dutt,3,M,,,/m/0gdm4ft,2
Chhabi Biswas,3,M,1900-07-12,/m/0dryh9k,/m/0fpfpm,2
Mukesh Bhatt,3,M,1952-06-05,/m/0g0x7_,/m/0bhc551,2
Babita,3,F,1948-04-20,/m/029f2r,/m/07r5gt,2
Anupama Verma,3,F,,/m/0dryh9k,/m/0274j4z,2
Pankaj Dheer,3,M,,/m/0dryh9k,/m/0cc545z,2
Zarine Khan,3,F,1984-05-14,/m/09743,/m/09v84w7,2
Narendranath,3,M,,,/m/0gc4w8y,2
Ashok Saraf,3,M,1947-06-04,,/m/0833bt,2
Cyrus Sahukar,3,M,1978-08-06,/m/0bymc,/m/0c49yr,2
Pankaj Berry,3,M,,,/m/0gdl1w1,2
Mayadas,3,F,,,/m/0gc4y3_,2
Suresh Chatwal,3,M,,,/m/0gb_k87,2
Anil Dhawan,3,M,,,/m/0gbzs4s,2
Renuka Shahane,3,F,1965-03-27,/m/0dryh9k,/m/025yytp,2
Anjana Sukhani,3,F,1978-12-10,/m/029f2r,/m/02qrmwk,2
Avtar Gill,3,M,,,/m/0gdk0k2,2
Seema Bhargava,3,F,,,/m/0gbwzf4,2
Nana Palsikar,3,M,1907,/m/0dryh9k,/m/080ff9t,2
V. Gopal,3,M,,,/m/0g9pvxp,2
Kim,3,,,,/m/0m_2gwc,2
Darshan Jariwala,3,M,1957-09-29,/m/0g0x7_,/m/03cd1_x,2
Rohitash Gaud,3,M,,/m/0dryh9k,/m/0ds9z65,2
Rajnibala,3,F,,/m/0dryh9k,/m/0gc1357,2
Imran Hasnee,3,M,1968-12-01,/m/0dryh9k,/m/0gc8tyv,2
Shiny Ahuja,3,M,1973-05-15,/m/0dryh9k,/m/0fkch2,2
Sulochana Devi,3,F,1928-07-30,,/m/04ld7t0,2
Sitaram Panchal,3,M,,,/m/0cl42rs,2
Gautam Chakravarti,3,M,,,/m/0j_30t,2
Ulhas,3,M,,,/m/07q9mxs,2
Kulraj Randhawa,3,F,1983-05-16,,/m/02q43qv,2
Anuradha,3,F,,,/m/0bqs9xj,2
Mink Singh,3,F,,/m/0dryh9k,/m/0gdk02k,2
Mumtaz Begum,3,F,,,/m/0jz9z0x,2
Frank Welker,681,M,1946-03-12,,/m/02gf_l,3
Rob Paulsen,388,M,1956-03-11,,/m/031c2r,3
Jeff Bennett,355,M,1962-10-02,,/m/04mlh8,3
Jim Cummings,299,M,1952-11-03,,/m/02_p5w,3
Tress MacNeille,256,F,1951-06-20,,/m/0sw6y,3
Mel Blanc,216,M,1908-05-30,/m/041rx,/m/0c5vh,3
Tara Strong,192,F,1973-02-12,/m/0g8_vp,/m/01tszq,3
Grey DeLisle,183,F,1973-08-24,/m/025rpb0,/m/01r4bps,3
Tom Kenny,176,M,1962-07-13,,/m/01lly5,3
Kath Soucie,169,F,1967-02-20,,/m/024my5,3
Kevin Michael Richardson,131,M,1964-10-25,/m/0x67,/m/0725ny,3
Kenneth Mars,119,M,1935-04-04,,/m/03vpf_,3
Adam Sandler,114,M,1966-09-09,/m/041rx,/m/0pz91,3
John Turturro,111,M,1957-02-28,,/m/01swck,3
Russi Taylor,110,F,1944-05-04,,/m/06b4wb,3
Peter Cullen,107,M,1941-07-28,/m/0g8_vp,/m/03dn9v,3
Maurice LaMarche,106,M,1958-03-30,,/m/02wrhj,3
Charles Adler,105,M,1956-10-02,,/m/04hxyv,3
Jess Harnell,99,M,1963-12-23,,/m/083wr9,3
John Ingle,98,M,1928-05-07,,/m/044xpb,3
Steve Buscemi,97,M,1957-12-13,/m/0xnvg,/m/01wbg84,3
John Fiedler,93,M,1925-02-03,,/m/06nsb9,3
Dee Bradley Baker,91,M,1962-08-31,,/m/0582cf,3
Wallace Shawn,89,M,1943-11-12,/m/048z7l,/m/085q5,3
Phil LaMarr,86,M,1967-01-24,/m/0x67,/m/01nd6v,3
Carlos Alazraqui,86,M,1962-07-20,,/m/02hblj,3
Tom Hanks,85,M,1956-07-09,/m/02p4q5p,/m/0bxtg,3
John Ratzenberger,84,M,1947-04-06,,/m/0p8r1,3
Billy West,83,M,1950-04-16,,/m/01rrwf6,3
Cree Summer,83,F,1969-07-07,/m/0g8_vp,/m/01tpl1p,3
Carolyn Lawrence,82,F,1967-02-13,,/m/032y6l,3
Tim Allen,81,M,1953-06-13,,/m/019vgs,3
Joe Alaskey,79,M,1949-04-17,,/m/04lg9r,3
June Foray,76,F,1917-09-18,,/m/019803,3
Clint Howard,75,M,1959-04-20,/m/03lmx1,/m/04xhwn,3
John DiMaggio,75,M,1968-09-04,,/m/022s1m,3
Anndi McAfee,74,F,1979-09-28,,/m/0g8j4s,3
Aria Curzon,74,F,1987-12-08,,/m/099f51,3
David Ogden Stiers,73,M,1942-10-31,,/m/01v3vp,3
Don Messick,72,M,1926-09-07,,/m/029cpw,3
Bill Farmer,69,M,1952-11-14,,/m/05rtpn,3
Miriam Flynn,69,F,1952-06-18,,/m/0b58g8,3
Pamela Adlon,68,F,1966-07-09,,/m/062hgx,3
Jason Marsden,65,M,1975-01-03,,/m/01b3bp,3
Billy Bletcher,64,M,1894-09-24,,/m/06f_qn,3
Joan Cusack,63,F,1962-10-11,/m/033tf_,/m/01fwpt,3
Jodi Benson,61,F,1961-10-10,,/m/01tt94,3
Rob Schneider,60,M,1963-10-31,/m/048z7l,/m/01fyzy,3
Wayne Allwine,60,M,1947-02-07,,/m/048z11,3
Debi Derryberry,58,F,1967-09-27,,/m/062w4b,3
John Goodman,57,M,1952-06-20,/m/07hwkr,/m/01nm3s,3
Allen Covert,57,M,1964-10-13,,/m/06rq2l,3
Corey Burton,56,M,1955-08-03,,/m/01yh3y,3
Tony Anselmo,55,M,1967-02-18,,/m/04shg6,3
Tim Curry,55,M,1946-04-19,/m/02w7gg,/m/07rzf,3
Don Rickles,55,M,1926-05-08,/m/041rx,/m/013tjc,3
Mark Hamill,54,M,1951-09-25,/m/065b6q,/m/0154d7,3
Robert De Niro,54,M,1943-08-17,/m/0xnvg,/m/06cgy,3
Paul Winchell,54,M,1922-12-21,,/m/01mv_n,3
Ken Sansom,53,M,1927-04-02,,/m/0k6q3x,3
Bill Fagerbakke,53,M,1957-10-04,,/m/01x0sy,3
Sterling Holloway,53,M,1905-01-04,,/m/03dbww,3
Hal Smith,49,M,1916-08-24,,/m/03llf8,3
Thomas Dekker,48,M,1987-12-28,/m/07mqps,/m/0djtky,3
Daran Norris,48,M,1964-11-01,,/m/0490sl,3
Christopher Lloyd,47,M,1938-10-22,,/m/01l_yg,3
Lauren Tom,47,F,1961-08-04,/m/0d2by,/m/030x48,3
Rodger Bumpass,47,M,1951-11-20,,/m/035vrb,3
Susanne Blakeslee,47,F,1956-01-27,,/m/04n81k,3
Harvey Keitel,46,M,1939-05-13,/m/022dp5,/m/0klh7,3
Daws Butler,46,M,1916-11-16,,/m/0223g8,3
Doug Lawrence,46,M,1969-01-01,,/m/03rvfw,3
Jeff Garcia,46,M,1977-05-03,,/m/08g3q5,3
Michael Bell,45,M,1938-07-30,,/m/08jtv5,3
Jon Lovitz,45,M,1957-07-21,,/m/02jm0n,3
John Cusack,44,M,1966-06-28,/m/033tf_,/m/01gkmx,3
Bea Benaderet,44,F,1906-04-04,,/m/03lpd0,3
Mae Whitman,44,F,1988-06-09,,/m/013vdl,3
Raven-Symoné,44,F,1985-12-10,/m/0x67,/m/035pvg,3
Pinto Colvig,43,M,1892-09-11,,/m/03k1vm,3
Kevin Nealon,43,M,1953-11-18,/m/07hwkr,/m/049dyj,3
Howard Morris,42,M,1919-09-04,,/m/06nd8c,3
Casey Kasem,42,M,1932-04-27,/m/0g48m4,/m/01d_4t,3
David Spade,40,M,1964-07-22,,/m/02dlfh,3
Lucy Liu,40,F,1968-12-02,/m/01nbcy,/m/011zd3,3
Kevin Dunn,40,M,1956-08-24,,/m/057_yx,3
Kristin Chenoweth,40,F,1968-07-24,/m/0dbxy,/m/047c9l,3
Ving Rhames,39,M,1959-05-12,/m/0x67,/m/032zg9,3
Annette Funicello,38,F,1942-10-22,,/m/01nvj6p,3
John Stephenson,38,M,1923-08-09,,/m/06czxq,3
Victor Argo,38,M,1934-11-05,/m/0gkxl2,/m/03lv3s,3
Stanley Tucci,37,M,1960-11-11,/m/0xnvg,/m/02bj6k,3
Jesse McCartney,37,M,1987-04-09,,/m/05w6cw,3
Megan Cavanagh,37,F,1960-11-08,,/m/08m_kw,3
B. J. Ward,36,F,1944-09-12,,/m/06z3z1,3
Crystal Scales,35,F,1971-11-22,,/m/0943ms,3
Ralph Wright,35,M,1908-05-17,,/m/02795d6,3
Edie McClurg,35,F,1951-07-23,,/m/065mm1,3
Mindy Cohn,34,F,1966-05-20,,/m/03dnk1,3
Jennifer Hale,34,F,1972-01-30,,/m/034rd9,3
Junius Matthews,33,M,1890-06-12,,/m/02795xq,3
Barbara Luddy,33,F,1908-05-25,,/m/0g8k0r,3
Linda Gary Howerton,33,F,1944-11-04,,/m/032642,3
Henry Corden,33,M,1920-01-06,,/m/069z_5,3
Nick Swardson,33,M,1976-10-09,/m/04q7gbh,/m/09r0yc,3
Gregg Berger,32,M,1950-12-10,,/m/04wtkf,3
Frankie Avalon,32,M,1939-09-18,/m/0xnvg,/m/01m9k6y,3
E.G. Daily,32,F,1961-09-11,,/m/01n7qlf,3
Jim Ward,32,M,1959-05-19,,/m/09w9b2,3
R. Lee Ermey,32,M,1944-03-24,,/m/01mylz,3
Peter Dante,31,M,1968-12-16,/m/06v41q,/m/0fx4xc,3
April Winchell,31,F,1960-01-04,,/m/06nsdw,3
Neil Ross,31,M,1944-12-31,,/m/0935jw,3
Estelle Harris,31,F,1928-04-04,,/m/07663r,3
Anjelica Huston,31,F,1951-07-08,/m/02vsw1,/m/01j5ts,3
Susan Sarandon,31,F,1946-10-04,/m/09vc4s,/m/01vwllw,3
Josh Duhamel,31,M,1972-11-14,/m/06v41q,/m/0331m0,3
Mark DeCarlo,31,M,1962-06-23,,/m/0dnlnj,3
Fred Tatasciore,31,M,,,/m/0ccqd7,3
Michael Paré,30,M,1958-10-09,,/m/05pbf4,3
Danny Glover,30,M,1946-07-22,/m/0x67,/m/0205dx,3
Gilbert Gottfried,30,M,1955-02-28,/m/041rx,/m/02y0yt,3
Laurie Metcalf,30,F,1955-06-16,,/m/01rs5p,3
Julie White,30,F,1961-06-04,,/m/09mf1p,3
Robert Foxworth,30,M,1941-11-01,,/m/034fqp,3
Tyrese Gibson,30,M,1978-12-30,/m/0x67,/m/01l1b90,3
Mark Ryan,30,M,1956-06-07,,/m/0ckmn6,3
Rickey D'Shon Collins,30,M,1983-06-03,,/m/0c5chc,3
Shia LaBeouf,30,M,1986-06-11,/m/041rx,/m/04w391,3
Clarence Nash,29,M,1904-12-07,,/m/0phh6,3
Sara Berner,29,F,1912-01-12,,/m/03c9xhm,3
Giancarlo Esposito,29,M,1958-04-26,/m/0xnvg,/m/0807ml,3
Jack Riley,29,M,1935-12-30,,/m/05yqj3,3
David Herman,28,M,1967-02-20,,/m/05dncj,3
Katey Sagal,28,F,1954-01-19,/m/041rx,/m/01f4sz,3
Alan Young,27,M,1919-11-19,,/m/037pnm,3
Scott McAfee,27,M,1981-09-29,,/m/04jcs1q,3
Spike Lee,27,M,1957-03-20,/m/0x67,/m/06pjs,3
Whoopi Goldberg,27,F,1955-11-13,/m/041rx,/m/0fb1q,3
Heather Hogan,27,F,1985-10-10,,/m/08fljt,3
Tim Robbins,27,M,1958-10-16,,/m/01nr36,3
Candace Hutson,27,F,1981-06-23,,/m/03c10gy,3
Richard Jenkins,27,M,1947-05-04,,/m/06lht1,3
Nikita Hopkins,26,M,1991-08-13,,/m/0275n8r,3
Sarah Michelle Gellar,26,F,1977-04-14,/m/041rx,/m/06w6_,3
Candi Milo,26,F,1966-01-09,,/m/05snhm,3
Arthur Q. Bryan,26,M,1899-05-08,,/m/01hkg9,3
Tia Carrere,25,F,1967-01-02,/m/0dv5vw,/m/0253b6,3
Daveigh Chase,25,F,1990-07-24,/m/07hwkr,/m/01v3w2,3
Bernice Hansen,24,F,1897,,/m/0gvt3j,3
Stan Freberg,24,M,1926-08-07,,/m/01lmk9k,3
Bonnie Hunt,24,F,1961-09-22,,/m/015pvh,3
Kevin McDonald,24,M,1961-05-16,,/m/035cl3,3
Cheryl Chase,24,F,1958-12-25,,/m/05l2v0,3
Jane Horrocks,24,F,1964-01-18,,/m/013zs9,3
Chris Sanders,24,M,1960-03-12,,/m/06w82s,3
Melanie Chartoff,24,F,1948-12-15,,/m/01l1t4,3
Ashley Johnson,24,F,1983-08-09,/m/0432mrk,/m/031y7z,3
Dan Castellaneta,24,M,1957-10-29,,/m/0glmv,3
Jason Davis,24,M,1984-10-14,,/m/0dcwjc,3
Paul Frees,23,M,1920-06-22,,/m/02mv9b,3
